Text,Label
"Tempat wisata yang menjadi rekomendasi untuk wisatawan domestik, bagus untuk berendam dan menikmati segarnya air laut yang jernih dengan hamparan pasir putihnya.",positif
Bagus sih cuma lapak pedagang di pinggir pantai yang menurut saya mengganggu pemandangan sehingga kita tidak bisa menikmati pantai dengan leluasa.,positif
"Pantainya cantik, pasirnya bersih salah satu pantai di Bali yg wajib dikunjungi ☑️",positif
Terlalu ramai dengan pedagang...mirip pantai disanur jadinya,negatif
Pantai dengan pemandangan patung di bukit kapur dan pasir putih yang indah. Terkenal di mancanegara dan di pulau dewata. Disini bisa menyewa kano dan selfie. Beli es kelapa muda 25.000 sudah bisa duduk di kursi pantai sambil menikmati suasana pantai yang indah.,positif
"Pantainya bagus untuk aktivitas berenang..., Jangan lupa siapkan uang untuk sewa payung pantai...👍 …",positif
"Pantai dideket Nusa Dua, maauk kesini kayak masuk ke gunung yg dibelah buat jalan masuknya, pantai dengan garus pantai datar dan berpasir, ombak relatif gak besar mungkin lagi gak ada angin. …",positif
"Bagus juga, masuk kendaraan turun bukit yng dibelah.
Baiknya pagi kesini, kalau siang panas pol..
Spot foto bisa pantai atau bukit dengan latar belakang tulisan pantai pandawa. …",positif
"● Tempat yang bagus & indah.
● Tiket masuk murah
● spot foto keren …",positif
"Camping ground VWD 2022 di Bali ya pantai Pandawa.

 Tahun 2014 ke Bali, perasaan dulu tidak seperti ini pantai nya bersih ",negatif
"patai yg lokasinya berada di balik perbukitan. merupakan tempat wisata baru pada saat itu (2016). semoga pandemi segera berakhir, biar bisa berwisata ke bali lagi",positif
"Tebing2 nya sangar iconic, banyak patung2 buat berfoto, tapi pantai nya kurang bagus (menurut saya). Jadi terakhir kesini lebih suka melihat tebing2 nya drpd pantai nya. Tiket masuk terbilang agak mahal sih",positif
Pandawa beach dgn pemandangan alam yg indah dengan disertai Pajangan Patung2 Dewa yg megah dan besar ukurannya.,positif
"Akses jalan menuju pantai pandawa cukup mudah. Lahan parkir luas. Tiket masuknya 8.000 dan parkir motor 2.000. Pantainya bersih. Pasir pantai berwarna putih. Bisa berwisata keliling pantai menggunakan perahu. Harga perahu 50.000, tidak ada batasan waktu. Satu perahu bisa untuk 2 - 3 orang.",positif
Di sini paling cocok foto di jalan sesudah pintu tiket masuk pantai. Sepanjang jalan aspal yg lebar dengan tebing sisi kiri dan background laut memang memukau bah kan mengalahkan view saat kita sudah di pantainya.,positif
Datang di waktu siang hari... panas banget... lebih baik datang di atas jam 3 sore,positif
Menikmati tarian kecak dan sunset yang indah,positif
"Pantainya bagus, ada penjual makanan dengan harga terjangkau, tapi sepertinya belum dibangun atau tata secara maksimal",positif
Pantai yang indah. Tiket masuk 15 k per orang. Yang dihitung hanya dewasa. Tiket masuk tersebut bisa ditukar minuman di kedai yang ada di sekitar pantai.,positif
"Masih perlu di tata lagi supaya lebih exclusive dan berkelas. Kesan pertama pasir putihnya oke, tapi ternyata karangnya lumayan tajam di kaki. Overall oke sih.... Apa sih yg gak oke di Bali ?",positif
"Pantai tersembunyi dibalik bukit.
Paling bagus di siang hari..
Karena pantai menghadap ke selatan.. …",positif
Tempat yang bagus tapi dengan pantai yang cukup bersih di selatan bali,positif
"pantainya baguuss, tapi agak kurang terawat. waktu itu cukup crowded pas dateng. ada banyak yang jual es kelapa and it’s so refreshing enjoy the beach sambil minum es kelapa. you better prepare cash.",positif
"Salah satu pantai yang berada di daerah Badung Bali.. view sangat indah, pantai bersih, parkiran luas ada mushola juga.. Recomended di kunjungi",positif
"Pemandangan bukit yg jos, pantai yg bersih, nyaman",positif
"Pantainya bersih, hanya saja dikarenakan pandemi, sepi sekali. tapi lumayan baguslah. biaya masuk Rp. 9.000,- udah termasuk parkir.",positif
"Baru kali ini pantai saya beri 4bintang.
Lokasinya penuh tantangan untuk di lalui.
Beberapa view terlihat jelas dari posisi atas. …",positif
"Pantai pandawa, lumayan jauh ya ke sininya. Tapi pantainya bagus. Sewa kursi payung harganya 50/orang kalo ga salah. Tapi kalau mau jalan lagi ke dalem, ntar nemu kayak foodcourt gitu. Duduk ya gratis, cuma perlu pesen makan aja. …",positif
"Tiket masuk Rp 8 ribu / orang. Jalan dari pintu masuk menuju ke pantai nya bagus, banyak tebing dan patung2 dewa. Air pantainya masih biru tetapi pondok2 kurang terawat serta dipungut biaya Rp 30-50 ribu. Kebersihan perlu ditingkatkan.",positif
"Pantai nya bersih
Pasir putih
Sepi …",positif
"Pantai Pandawa, salah satu pantai pasir putih terkenal di Bali yang wajib dikunjungi. Pantai Pandawa terletak di Desa Kutuh, Kabupaten Badung dan lebih terkenal dikalangan wisatawan mancanegara khususnya Australia dengan nama secret beach. …",positif
"Sebuah pantai yang banyak dikunjungi oleh wisatawan lokal ketimbang mancanegara. Airnya cukup biru dan pasirnya putih. Ombaknya tidak sampai ke bibir pantai karena dipecah oleh karang yang ada beberapa puluh meter kearah tengah laut, jadi …",positif
"Salah satu pantai di Bali yang dapat di akses menggunakan bus besar. Akses jalan kemari cukup mudah.
Anda bisa menyewa perahu kano disini. Sayangnya pantai kurang bersih.",positif
"Tempatnya bersih, pantai cocok buat anak-anak karena ombak nggak besar. Pemandangan sebelum masuk pantai sangat indah. Kalo berkunjung pas musim liburan macetnya minta ampun",positif
Menarik pantainya,positif
"Pantai Pandawa merupakan salah satu destinasi wisata pantai yang terkenal di Bali. Banyak wisatawan lokal maupun mancanegara berkunjung. Tempat parkir kendaraan sangat luas, food court sepanjang pantai. Tetapi mushola terlalu kecil untuk …",positif
Pantai ini sangat bersih dan jika kita berkunjung ke sini kita akan melihat banyak sekali orang bermain paralayang di atas kita. Pantai ini merupakan pantai berpasir putih dan saya sarankan untuk memakai kaca hitam saat berkunjung ke sini …,positif
"Pantainya sangat ramai, penuh anak-anak yang ikut rombongan study tour. Cukup bersih, tapi jelas tidak cocok untuk orang-orang yang mancari suasana tenang (lebih cocok Seminyak). Tiket masuk naik motor untuk dua orang Rp 18.000,00. Jajanan harganya masih terjangkau, untuk kelapa muda Rp 20.000.",positif
"Salah satu pantai yang recomend untuk di kunjungi saat ke bali, ada lapangan yang bisa buat acara gatering komunitas,paralayang,warung2 pinggiran pantai. Jalan menuju ke pantai menurun. Kalau mau foto di tulisan ""PANTAI PANDAWA""dari dekat bs membayar angkutan  10k dari    pantai pandawa menuju atas(spot tulisan)",positif
tempat yang indah.. makanan/jajanannya cukup terjangkau.. parkirnya luas..  ada mushola juga buat yg mau menunaikan shalat pas waktunya,positif
"Perpaduan pantai dan tebing yang menawan. Serta pasir putihnya yang lembut. Menjadikan objek wisata ini, menjadi salah satu pantai terbaik dan wajib di kunjungi di Bali. Hanya saja warung pedagang di sekitar pantai, masih belum tertata dengan baik.",positif
"SPOT pantainya Indah!!! cuma ya mohon maaf kalau kesini harus siap siap pake sunblock, cocok buat kamu yang pengen ngubah warna kulit secara instant tapi ga mau ke salon kulit... …",positif
"pandawa salah satu tempat wisata yg luarbiasa dibali , tapi  tiket masuk untuk wisatawan domestik saya rasa masih terlalu mahal 20000 per orang dan tambah parkir 2000 utk motor , ..",positif
"Pantainya berpasir putih, dan selama perjalanan masuk menuju pantai kita melewati tebing kapur dan ada tebing bertuliskan pantai pandawa (spot yg banyak dicari pengunjung. Cuma di pantai ini tidak bisa melihat view sunset",positif
"Cocok untuk liburan bersama teman dan keluarga, area parkir luas, pantai bersih, tersedia banyak stand makanan, spot foto, kamar mandi, penjual souvernir, serta sampan jika ingin menyebrang ke tengah laut/memancing ditengah laut.",positif
"Tidak terlalu ramai, pantai dan pasirnya bersih",positif
"Sangat menarik dengan pemandangan bebatuan yang sangat memanjakan mata, fasilitas disana juga sudah lengkap dan bisa digunakan, hanya saja disana masih kekurangan tempat untuk berteduh,untuk aksesnya sendiri sudah sangat baik karena bus pun sudah bisa masuk kesana",positif
"Salah satu pantai yang sudah ramai di bali, namun masih dalam tahap pembangunan fasilitas, terdapat beberapa hotel dan resort di sekitar pantai. Terdapat banyak restoran dan warung yang dikelola oleh penduduk lokal. Belum ada restoran …",positif
Pantai Pandawa begitu indah yg plg mengesan pemandangan di jala menuju pantainya,positif
"Jalan menuju ke Pandawa beach, melewati permukiman unik, bukan unik karena rumah atau kampung nya, tapi karena rumah mereka dibangun di atas tanah kapur (profil geologi nya). …",positif
"Pantainya ga sebagus dulu.. Agak sedikit lebih tidak tertata rapih, tapi masih trmasuk asri dan cukup bersih..",negatif
Pantai di pulau bali yg cukup indah..tapi masih kalah indah dari Pantai Melasti,negatif
Sayangnya banyak sampah di pesisir pantai,negatif
"Pantainya banyak rumput laut kalau gak salah namanya, pasir putih, cocok kalau sore"" Kesana adem apa lagi bareng sama keluarga, disana juga banyak yg dagang makanan, biyaya masuk kesana tidak terlalu mahal, gak sabar mampir lagi",positif
"Beautiful beach, buat yang suka ke pantai yang cukup tenang cocok nih. Karena ga terlalu rame pantai nya",positif
"pertama kali kesini 2016 masih dikembangkan, kemarin kesini lagi pas lagi corona sayang banget jadi nggak terawat, kata yang berjualan di sekitar pantai sejak pandemi pengunjung sepi... semoga segera pulih kembali negeri kita",positif
Air biru..pasir putih..parkiran banyak,positif
Pantai di Bali yang terkenal. Kalau di peta berada disisi paling selatan. Disini kita bisa bermain kano. Pantainya pasir putih & cukup bersih. Pantainya panjang dan ombaknya tenang. Kalau menurut saya ini adalah pantai untuk wisatawan …,positif
"pantai ini indah dengan hamparan pasirnya yang berwarna putih dan lembut menambah daya tarik pantai ini, saat memasuki pantai ini, para pengunjung akan disambut patung-patung dewi Kunthi, Yudistira, Bima, Arjuna, Nakula dan Sadewa yang diukir didalam batu serta disambut tulisan pantai pandawa yang biasanya dijadikan spot photo",positif
"Pantai ini sudah mulai rame dikunjungi orang saat libur dan sudah mulai ditata dengan rapi 3tahun terakhir ini
Saat kunjungan pertama kurleb 4th lalu, masih belum teratur dan tertata rapi …",positif
"Pantai Pandawa merupakan pantai yang terletak di Bali bagian selatan . Pasirnya yang bersih,putih cocok untuk berenang ,snorkeling, kano dsb. Tiket masuk pantai Pandawa 20k/orang. Untuk kano,snorkeling perlu membayar lagi. Pantai ini ramai dikunjungi wisatawan baik lokal maupun asing 👍 …",positif
"Salah satu destinasi wisata pantai yang terkenal dipulau dewata Bali, dengan spot keren, ombak laut yang syahdu, dan pasir putih yang jozz. Sayang Panasnya poll""an",positif
"Pantai ini indah, pasirnya juga cantik.
Air lautnya biru bersih, …",positif
"Pantai ini wajib banget buat kalian yang suka sama wisata pantai.. Selain pemandangan nya yang oke, tempat nya luas banget dan ga akan desak2an sama orang.. Ombaknya juga bersahabat.. Tapi buat yang suka berselancar mesti geser dikit ke …",positif
"Pantai bersih, luas, parkiran luas, ada mushola dan toilet",positif
Pantainya bagus.. peaceful..tp kalo mau duduk duduk d pantai kalau bisa pakai alas soalnya kalo ga pake alas pulang pulang pantat nya gatel bgt bos,positif
"Saat masuk ke lokasi dinding tebing kiri menyambut dengan berjajar nya patung   patung  Pandawa  yang beranggotakan Yudhistira, Bima, Arjuna, Nakula dan Sadewa dengan Dewi Kunthi seolah  terkurung di Goa Gala-Gala / seperti dalam kisah …",positif
"sudah sering kesini, tapi tetap suka dengan pemandangan jalanan bukit kapur yang dilalui menuju pantai dibawah, sangat eksotis. air nya juga jernih dan enak untuk berenang",positif
"Pantai Pandawa berlokasi di Desa Kutuh, Kecamatan Kuta Selatan di Kabupaten Badung Bali , tempat wisata yang termasuk kategori populer di Bali, bukan air dengan ombaknya saja yang menggugah tapi keindahannya juga bagus banget, pantai yang …",positif
"Recomended untuk dikunjungi, walau panas tapi terasa sejuk.. 😉 …",positif
"Infonya, pantai ini dahulu tempat budidaya rumput laut, jadi jangan aneh kalau dipinghir pantai banyak rumput2 laut yang berserakan terbawa ombak, untuk pasirnya juga cukup unik seperti batu2 bulat kecil, bisa berenang san bermain cano, kalau sore pantai surut bentangan batu dasar laut pun nampak",positif
"Pantai Pandawa pantai yang indah dan bersih, fasilitas parkir luas dan fasilitas watersport seperti cano juga banyak, ada payung pantai juga buat berjemur",positif
Pantainya lumayan bagus,positif
"Air nya bening,,pasir nya putih,,cuma kadang suka ada pecahan botol di pantai,,jadi hati"" yaa..terimakasih sudah menyediakan mushola..semoga kedepan mushola nya agak sedikit di perbaiki..",positif
Sarana prasarana umum tolong lebih ditingkatkan lagi.,positif
Tempat pengisian bahan bakar dan ada toilet lumayan bersih,positif
Tempat yamg eksotis.  Masi bersih......  Pantai biru...  Pasir putih.....  Cuma sayang fasilitas umum belum 100% beres.  But it's cool,positif
Pantai pasir putih yg indah. Airnya juga masih bersih. Padet kalo lagi liburan. Penataan tenant kayaknya perlu dirapikan lagi. Bisa pesan kano Rp 50.000/3 orang untuk mendekati ombak (karena ombak ga ada di bibir pantai).,positif
salah satu obyek wisata pantai yang wajib dikunjungi jika berwisata ke pulau bali. pemandangan pantai nya sangat bagus bagi saya ya hihi. air laut nya juga tidak terlalu berbahaya jadi aman buat wisatawan yang mau bermain air laut tapi perlu waspada sama bulu babi. sudah begitu saja,positif
"Selalu senang menikmati keindahan pantai Pandawa. Belakangan ini, pantai Pandawa juga sedang dalam proses pengembangan. Ada sebuah resort atau hotel besar yg sedang dibangun. …",positif
"Ini Kali Pertama kepantai Pandawa,, Bagus bgtt ,pantainya Bersih, penyawaan kursinya jg Murah,,,, Dan view bwt selfie Kerenn Abisss ",positif
"Pantainya bagus, panasnya luar biasa, hhaa.. Selain wisata air ada juga wisata udara disini",negatif
"Tiket perlu d review khusus nya domestik,  sdh mulai ga putih tebing2 nya",negatif
"Pantainya cukup bagus, fasilitas juga memadai. Ada aktivitas kano di sini.",positif
"Sayang bgt kesini pas hujan, jd kurg bisa menikmati keindahan yg mungkin bs lebih indah kalau cuaca cerah",positif
"Pantai pandawa merupakan Destinasi yang wajib dikunjungi bagi yang berlibur ke pulau dewata
Terletak berdampingan di sebelah bukit/gunung kapur perjalanan menuju ke lokasi …",positif
"Pantai Pandawa terletak di wilayah Kuta Selatan, Bali. Pantai ini memiliki pasir berwarna putih. Pantai dengan ombak yang tidak terlalu tinggi, sehingga relatif aman untuk bermain air, tetapi untuk anak-anak tetap harus didampingi oleh …",positif
"lokasi sangat cocok untuk wisata maupun foto, tiket masuk murah hanya 8rb per orang, fasilitas lengkap, dan saat ini tidak terlalu ramai",positif
"Pantai Pandawa, salah satu pantai pasir putih terkenal di Bali yang wajib dikunjungi. Pantai Pandawa terletak di Desa Kutuh, Kabupaten Badung dan lebih terkenal dikalangan wisatawan mancanegara khususnya Australia dengan nama secret beach. …",positif
"Sepi, nggak ada pengunjung,sedih liat bali.",negatif
"Pantai nya bagus, dan jualan di sini pun kalo untuk orang lokal termasuk murah 👍 …",positif
"pantai dengan bukit yg indah,ombak besar,agak kotor akibat sampah terbawa ombak laut",positif
"Pemandangan bagus untuk berfoto dengan latar belakang pantai dan bukit sekaligus. Namun pantainya hanya cocok untuk bermain kano, untuk berenang kurang begitu luas karena banyak karangnya.",positif
Pantai dgn design secara rekayasa. tetap berwawasan lingkungan. Sangat baik tempat liburan. Pengunjung blm ramai,positif
"Pantai dekat rumah. Cukup ramai dengan wisatawan lokal. Sedihnya, sudah tidak ada lagi budidaya rumput lautnya.",negatif
"Terletak di bali Selatan, daerah exclusive untuk pariwisata, tapi masih menyisakan tempat yang nyaman dan murah untuk orang lokal, di kelilingi tebing tebing tinggi, pantainya bersih, parkir luas, pantai landai aman untuk berenang karena ombak cukup jauh, pasir putih halus, bagus dikunjungi menjelang sunset",positif
"Cukup menarik untuk di kunjungi
Ada mainan kano, dengan tebing yang terbelah, ini juga merupakan viev yang mwnarik  serta aksesnya juga mudah di janhkau",positif
"pantai bersih nyaman,, yang mau nyoba sensasi maen kayak sewa 50 rb /jam,,",positif
Pantai yang mesti kalian datangin waktu ke bali.. pantai bersih dan tebingnya cakep,positif
"Pantai Pandawa Lima, merupakan pantai yang dibuat oleh tetua desa setempat.yang mendobrak pemikiran bagaimana cara pantai yang ada dibelakang bukit bisa didatangin orang. Akhirnya dengan mengundang investor dibelah lah bukitnya. Begitu …",positif
Pantai pandawa adalah salah satu pantai yang cukup terkenal di kalangan wisatawan saat ini. Pasir putih dan pemandangan yang indah memberikan kesan tersendiri. Akses ke pantai dengan dinding tebing dan ditambahkan patung2 pandawa merupakan tempat ber swa foto yang mengesankan. Banyak pedagang suvenir dan makanan di sekitar lokasi ini.,positif
"Pantai yang sangat indah.
Pengen kesini lagi.
Mudah mudahan hotel yang di bangun diatas tebing sudah jadi nanti nya. …",positif
Selalu ada pembaruan dan perbaikan demi kenyamanan para wisatawan,positif
"cukup baik, hanya saja terlalu ramai untuk yang kurang suka pantai yang ramai sepertinya tidak disarankan ke sini karena lokasi ini sering dijadikan tujuan study tour.",positif
Keren lah...salah satu destinasi wisata yang wajib musti kudu di samperin kalau ke Bali,positif
"Pantai terpencil, jauh dari hingar bingar kota. Kalau mau datang kesini, bagusnya sore hari. Kalau pagi, benar-benar panas. Kecuali  yang memang ingin berjemur. Ada ayunan yang bisa djadikan spot foto. Pasirnya putih berkerikil. Agak sakit …",positif
Salah satu pantai yang wajib di kunjungi karena airnya yang biru dan pemandangan dari atas pantainya yang luar biasa. Saat ini pantai pandawa lagi berbenah membangun infrastruktur pendukung pantai seperti patung2 di sisi2 tebing dan lainnya.,positif
Pantai yang bagus juga bersih ditambah penduduk yang ramah membuat Kita betah berlama lama di pantai ini,positif
Datang kepandawa belum juga 10 menit udh hujan 😂 mana GK sempet foto lagi …,positif
Bagus. Buat yang suka foto foto rekomendasi banget tapi sayangnya toilet kurang dirawat. Tp yang lainnya oke kok lumayanlah recomended👍 …,positif
"Pantai bagus,pemandangan oke banget,cocok untuk refreshing otak
Kalau lagi weekend lumayan rame",positif
senang berlibur di tempat ini,positif
Pantai bagus banyak tempat nongkrong,positif
"Datang ke sana tengah hari, panaaas banget 😁 Pantai dengan banyak gunung dari batu kapur, jalan naik turun, gak ada sinyal (provider 3). Makan minum harga masih wajar. Beli kelapa 1 butir dingin Rp 25rb. Tapi menurut saya masih bagusan pantai Menganti. …",positif
"Salah satu destinasi pantai di Bali yang wajib dikunjungi,,
Tempatnya luas dan cocok untuk ajak anak kecil,, bermain air sekaligus bermain pasir yang bersih,,, …",positif
Salah satu pantai di Bali yang eksotik...sebenernya disana itu tempat yang gersang.. tapi setelah bukit kapur di pahat sedemikian rupa sehingga terbentuk patung pandawa... sehingga menjadi terkenal sampai sekarang dan menjadikan kawasan mahal...disana kita bisa main perahu dengan menyewa.. dan bisa berjemur.. sampai lihat sunset..,positif
"Pantainya bagus, patung yang epic.",positif
Pantai nya bagus pasirnya putih tempat parkir luas terus tebingnya bagus banget cocok nieh tepat nongkrong dan foto foto bareng keluarga maupun teman pokoknya recomended deh,positif
View nya mantab...ombak besar dengan pasir putih.  perjalanan 1.5 jam dari denpasar,positif
Tempat bagus.cuma tiket di tahun baru mahal sekali,positif
"Bagus,tp penjual asonganx gk beraturan,sampah masih berceceran dmn2..",positif
Lebih dijaga kebersihan nya ya utk para pengunjung,positif
"Akses ke pantainya sangat fantastis,  bukit cadas yg dibelah",positif
Makanannya masih relatif murah. Hanya saja banyak anjing yg cukup mengganggu.,positif
Pantainya bersih dan ada spot menarik di jalan menuju pantai.,positif
Pintu masuk disambut patung pandawa di tepian tebing.sayang bus ga bisa berhenti jd ga bisa foto2.Waktu kesini pas siang hari panas sekali guys bawa topy dan kacamata bisa dibeli diarea pantai parkiran luas bnyk tempat makan sayang klo berenang blm ada kamar mandinya pantainya bagus bnyk tempat untuk foto dan selfie,positif
Lebih enak datang sore hari kalau mau foto foto ditebing biar ngk terlalu panas,positif
airnya jernih dan hamparan pasir putih,positif
Pantai ini berjarak sekitar 26 Km dari Denpasar kearah selatan. Jalan menuju pantai dibuat dengan membelah bukit sehingga menyisakan tebing yang memperindah panorama. Pantainya sangat panjang dan berpasir putih sungguh indah. Dilengkapi …,positif
"Tiket masuk 3 orang motor 2 bayar 28ribu.
Tempat asyik enak ,nyaman,bnyak spot foto.",positif
Lumayan lah. Ada juga disewakan perahu plastik. Jalan ke pantai ini juga bagus karena sudah di aspal,positif
"Pantainya bersih, ramai pengunjung, pengelolaan wisata di Bali memang harus jadi contoh untuk pulau Lombok",positif
Lumayan dan perlu perawatan dan pembaruan,positif
"Pantainya bagus, parkiran luas. Akses jalannya juga bagus.
Tinggal penataan lapak jualannya aja di perbaiki lagi",positif
Lokasi wisata ini Makin menarik karena di kelola dengan baik .. sepanjang jalan menuju lokasi ada patung2 dewa .. ditebing nya ada tulisan pantai pandawa sangat iconic .. pantainya bagus bersih dan akses ke sini juga sudah layak .. untuk melihat sunset woww amazing 😘 …,positif
"Airnya biru,bisa untuk renang atau main cano
Jika lapar tidak repot karena ada banyak penjual harganya pun terjangkau,belanja oleh2 pun ada sangat seru jika musim panas,tapi harus hati2 saat ombak besar dan bulu babi.",positif
"Pantainya bagus, pasirnya bagus warna putih, pink bulet2 bentuknya,seru buat keluarga, tpi akses jalan ke sini kecil, sarana bermain di tempat masih kurang, toilet kotor & gelap",positif
"Tempatnya bagus, bersih",positif
Panas waktu kesana..tapi pantainya bersih ..dan indah,positif
"pantai pandawa yang menawarkan keindahan pantai dengan suasana baru, pantai yang bagus",positif
"Airnya masih biru, fasilitas : toilet, shower tersedia banyak, penyewaan payung pantai + pijit, permainan kano, pantai ini selalu ramai cocok untuk liburan keluarga, juga banyak sekali penjual makanan ga perlu khawatir kelaperan, penjaga …",positif
Fasilitas bagus tp Belum menemukan musholla,positif
"Bagus....cm sayang gatenya kekecilan,dan perlu penambahan tempat bilas yang bersih,
Persewaan kursi tenda yang murah dan sampan",positif
Kalo ke Bali pastikan anda ke Pandawa Beach. karna ini adalah salah satu pantai yang masuk dalam urutan rute wisata kalau kalian ikut tour travel. …,positif
"Pantai dgn pasir putih..mm tdk sepanjang Pantai Kuta,tp pantainya msh alami dan bersih jd nyaman disana.",positif
Pantai buatan yg cukup keren,positif
"Viewnya indah, daratan kapur dengan pantai pasir putih. Namun kamar mandi di pantainya kurang bersih, pancurannya pun sedikit",positif
"Pantai berpasir putih cocok utk anak2 bermain pasir, tp sayang ada karang2 kecil di bibir pantai",positif
Pantai yang sangat recomended buat kalian kunjungi jika berkunjung ke bali.dengan pasir putih dan airnya juga jernih banget kalau buat renang.cocok buat liburan bareng keluarga dan orang-orang tersayang.,positif
"Pantai  bersih, fasilitas ok, kamar ganti perlu ditambah, musola kecil banget",positif
Numpang foto aja disini 👍 …,positif
Bagus pemandangan nya dan suka buat dikunjungi 👍🎉 …,positif
Pantai yang bersih dan penataan yang bagus,positif
"Pantai yang sangat panas namun indah, bulenya cakep-cakep. Dulu sih tiket masuknya 15rb, gk tau kalo sekarang.",positif
Pantainya bagus. Ngak terlalu rame juga. Kayaknya bisa buat surfing kecil-kecilan.,positif
"Biasa aja menurut gw, terlalu jauh",negatif
Pantai pandawa dengan pemandangan perbukitan kapur yang kokoh .,positif
Pantai dengan pemandangan pegunungan kapur yang ada patung Pandawa nya lebih menambah keeksotisan pantai ini,positif
"Spot foto tebing dan laut sangat indah

Sayangnya datang saat pasang...ombak besar..jadi kurang bisa menikmati deburan ombak",positif
Bagus banget pol pantainya bersih jernih,positif
Senang suka seruu... Baru ke sini pertama kali,positif
Biasa aja pantainya. Susah sampe lokasinya.,negatif
Pantai yang menawan,positif
Bagus.,positif
Indah....tapi sepertinya akan lebih indah jika disepanjang pantai ada pohon-pohon buat ngadem (maklum saya wong indonesia) hehehe,positif
"Alhamdulillah bisa berfoto ditempat ini,semoga lain waktu bisa berfoto didepan ka'bah",positif
bisa nikmatin pentas kesenian bali disini,positif
"Menarik untuk dikunjungi. Pengalaman datang pertama kalinya, 16 Feb. 2018

By: vincent_sby",positif
Tempatnya bagus...apalagi d atas bukit.kliatan sangat indah. Datang DECH GK bakal nyesel.Org * nya juga ramah.Pandawa tunggu ....aku pasti datang kembali.,positif
Pantai yg satu ini memiliki daya tarik yg lain selain pantainya yaitu patung patungnya yg berada di tebing menuju pantai,positif
"Pantainya indah, bersih dan nyaman namun menurut saya tempat untuk berteduh masih kurang",positif
Pantai pendawa pasir putih,positif
Tempat wisata pantai yang dengan pasir masih bersih,positif
Buat berenang kurang bagus pantainya,negatif
Uang masuknya mahal. Tapi overall pantainya bagus,negatif
Pantai nya bersih tidak terlalu rame tapi toilet umum nya mungkin akan mengejutkan mu.,positif
Bersihh Bangett Gak Sengaja mampir ksini Pas ada kalien minta di massage,positif
Bagus banget tempatnya bersih pasirnya putih dan tebingnya indah,positif
View pantai yang bagus,positif
"Tempat yang indah layak di kunjungi lagi,sangat rugi jika anda berkujung hanya sebentar..",positif
"Pantai baru di Bali, tempatnya bagus layak dikunjungi.",positif
"bali memang terkenal dengan pantai nya ya ,gak pernah bosen main kesini untuk yg kedua kalinya",positif
"Tempat indah
Sewa kano 50 rb sepuasnya
Lebih baik datang pada sore hari",positif
"Pantai bagus, jalan dari kuta menuju pantai Pandawa masih banyak rusak",negatif
Enak buat jemur bersih ramah,positif
"Tempat bagus. Pantainya indah. Tiket masuk 7000-8000 per orng. Arkir mobil 10 rb-15 rb. Buat berenang asyik pantainya lumayan bersih ad tempat bersantai.
Sy sewa buat kursi 25 rb per 3 jam …",positif
"Bagus....
Cuma kamar bilas nya kalau bisa diperbaiki yg bagus...
Kamar mandi agak kumuh...",negatif
"Pantainya bagus, pasir putih cuma bibir pantainya sedikit. Perjalan mau kepantainya bagus melewati tebing batu yang banyak ukiran patung antara unsur magis&keindahan menjadi satu. Pemandangan dari atas tebingnya itu paling luar biasa.",positif
salah satu pantai yang menarik untuk dikunjungi di Pulau Bali,positif
"Panorama pantai yg indah, lumayan bersih, rami juga pengunjungnya, cocok buat jalan2 bersama keluarga, dan anak2 pasti betah lama2 main disini, yuk dicoba",positif
"Pantai Pandawa adalah Pantai yang sangat bagus, dan spot fotonya keren banget",positif
"Cukup bgus untuk spot foto karena pantai ini menyuguhkan pemndangan yang cukup luas , sebaiknya jika untuk kesini lebih baik berangkat pagi atau sore hari , karena kalau siang hari cuaca sangat panas , #wonderfulbali",positif
Panas,negatif
Indah sekali,positif
Bagus....bisa sewa Kano juga,positif
Tempatnya bkin betah berlama-lama di sana,positif
KEREN CUMAN WC NYA BAYAR MALES GW !!!,negatif
"Sangat bagus, memanjakan mata dengan pemandangan tebing2. Ad tempat makan juga di luar/dalam pantai.. Namun harga yg didalam agak mahal. Di pantai bisa bermain kanu bayar 50k dan ad tukang pijet juga. Namun toiletnya itu kotor dan bau",positif
"siapkan sunblock, cocok untuk sunbathe",positif
"Lumayan  vasilitas,transportasi,...👍👍👍
Masih perlu ditingkatkan …",positif
"Untuk pemandangannya pantai ini cukup bagus, ada patung2 besar yg cocok utk foto, lalu di pinggirin pantainya ada banyak batu2 besar dan rumput yg tumbuh di pinggiran pantai, dan apabila air surut maka akan ada karang yang dapat dijalani.",positif
"Tiket masuk terjangkau, bgs utk edukasi anak""terutama pelajar",positif
"Bagus, dengan sarana yg cukup komplit..",positif
Banyak berjajar pedagang yg menawarkan jasa.. jadi tidak nyaman saat jalan-jalan menyusuri pantai nya. Kurang layanan air bersih yg gratis untuk mandi dan bersih2 badan.,positif
Sangat menyenangkan bagi sya,positif
Bagus buat yang berpasangan,positif
Tidak terlalu bagus. Keadaan di area parkir dan pertokoannya cenderung semerawut dan kotor. Akses dari tempat parkir ke tebing yang ada patung pandawanya jauh sehingga malas juga kalau jalan kaki. Padahal yang bisa dijual di pantai Pandawa …,negatif
"Pantai yang berada di balik bukit. Masih belum sepenuhnya di kembangkan namun terus bersolek. Pasir putihnya luas dan cantik. Paling tepat berkunjung pada pagi2 atau sore hari, karena siang hari sangat panas.",positif
